ZipCode,City,County,State
91802,Alhambra,Los Angeles,CA
91803,Alhambra,Los Angeles,CA
91804,Alhambra,Los Angeles,CA
91841,Alhambra,Los Angeles,CA
91896,Alhambra,Los Angeles,CA
91899,Alhambra,Los Angeles,CA
91901,Alpine,San Diego,CA
91902,Bonita,San Diego,CA
91903,Alpine,San Diego,CA
91905,Boulevard,San Diego,CA
91906,Campo,San Diego,CA
91908,Bonita,San Diego,CA
91909,Chula Vista,San Diego,CA
91910,Chula Vista,San Diego,CA
91911,Chula Vista,San Diego,CA
91912,Chula Vista,San Diego,CA
91913,Chula Vista,San Diego,CA
91914,Chula Vista,San Diego,CA
91915,Chula Vista,San Diego,CA
91916,Descanso,San Diego,CA
91917,Dulzura,San Diego,CA
91921,Chula Vista,San Diego,CA
91931,Guatay,San Diego,CA
91932,Imperial Beach,San Diego,CA
91933,Imperial Beach,San Diego,CA
91934,Jacumba,San Diego,CA
91935,Jamul,San Diego,CA
91941,La Mesa,San Diego,CA
91942,La Mesa,San Diego,CA
91943,La Mesa,San Diego,CA
91944,La Mesa,San Diego,CA
91945,Lemon Grove,San Diego,CA
91946,Lemon Grove,San Diego,CA
91947,Lincoln Acres,San Diego,CA
91948,Mount Laguna,San Diego,CA
91950,National City,San Diego,CA
91951,National City,San Diego,CA
91962,Pine Valley,San Diego,CA
91963,Potrero,San Diego,CA
91976,Spring Valley,San Diego,CA
91977,Spring Valley,San Diego,CA
91978,Spring Valley,San Diego,CA
91979,Spring Valley,San Diego,CA
91980,Tecate,San Diego,CA
91987,Tecate,San Diego,CA
91990,Potrero,San Diego,CA
92003,Bonsall,San Diego,CA
92004,Borrego Springs,San Diego,CA
92007,Cardiff By The Sea,San Diego,CA
92008,Carlsbad,San Diego,CA
92009,Carlsbad,San Diego,CA
92010,Carlsbad,San Diego,CA
92011,Carlsbad,San Diego,CA
92013,Carlsbad,San Diego,CA
92014,Del Mar,San Diego,CA
92018,Carlsbad,San Diego,CA
92019,El Cajon,San Diego,CA
92020,El Cajon,San Diego,CA
92021,El Cajon,San Diego,CA
92022,El Cajon,San Diego,CA
92023,Encinitas,San Diego,CA
92024,Encinitas,San Diego,CA
92025,Escondido,San Diego,CA
92026,Escondido,San Diego,CA
92027,Escondido,San Diego,CA
92028,Fallbrook,San Diego,CA
92029,Escondido,San Diego,CA
92030,Escondido,San Diego,CA
92033,Escondido,San Diego,CA
92036,Julian,San Diego,CA
92037,La Jolla,San Diego,CA
92038,La Jolla,San Diego,CA
92039,La Jolla,San Diego,CA
92040,Lakeside,San Diego,CA
92046,Escondido,San Diego,CA
92049,Oceanside,San Diego,CA
92051,Oceanside,San Diego,CA
92052,Oceanside,San Diego,CA
92054,Oceanside,San Diego,CA
92055,Camp Pendleton,San Diego,CA
92056,Oceanside,San Diego,CA
92057,Oceanside,San Diego,CA
92058,Oceanside,San Diego,CA
92059,Pala,San Diego,CA
92060,Palomar Mountain,San Diego,CA
92061,Pauma Valley,San Diego,CA
92064,Poway,San Diego,CA
92065,Ramona,San Diego,CA
92066,Ranchita,San Diego,CA
92067,Rancho Santa Fe,San Diego,CA
92068,San Luis Rey,San Diego,CA
92069,San Marcos,San Diego,CA
92070,Santa Ysabel,San Diego,CA
92071,Santee,San Diego,CA
92072,Santee,San Diego,CA
92074,Poway,San Diego,CA
92075,Solana Beach,San Diego,CA
92078,San Marcos,San Diego,CA
92079,San Marcos,San Diego,CA
92081,Vista,San Diego,CA
92082,Valley Center,San Diego,CA
92083,Vista,San Diego,CA
92084,Vista,San Diego,CA
92085,Vista,San Diego,CA
92086,Warner Springs,San Diego,CA
92088,Fallbrook,San Diego,CA
92090,El Cajon,San Diego,CA
92091,Rancho Santa Fe,San Diego,CA
92092,La Jolla,San Diego,CA
92093,La Jolla,San Diego,CA
92096,San Marcos,San Diego,CA
92101,San Diego,San Diego,CA
92102,San Diego,San Diego,CA
92103,San Diego,San Diego,CA
92104,San Diego,San Diego,CA
92105,San Diego,San Diego,CA
92106,San Diego,San Diego,CA
92107,San Diego,San Diego,CA
92108,San Diego,San Diego,CA
92109,San Diego,San Diego,CA
92110,San Diego,San Diego,CA
92111,San Diego,San Diego,CA
92112,San Diego,San Diego,CA
92113,San Diego,San Diego,CA
92114,San Diego,San Diego,CA
92115,San Diego,San Diego,CA
92116,San Diego,San Diego,CA
92117,San Diego,San Diego,CA
92118,Coronado,San Diego,CA
92119,San Diego,San Diego,CA
92120,San Diego,San Diego,CA
92121,San Diego,San Diego,CA
92122,San Diego,San Diego,CA
92123,San Diego,San Diego,CA
92124,San Diego,San Diego,CA
92126,San Diego,San Diego,CA
92127,San Diego,San Diego,CA
92128,San Diego,San Diego,CA
92129,San Diego,San Diego,CA
92130,San Diego,San Diego,CA
92131,San Diego,San Diego,CA
92132,San Diego,San Diego,CA
92133,San Diego,San Diego,CA
92134,San Diego,San Diego,CA
92135,San Diego,San Diego,CA
92136,San Diego,San Diego,CA
92137,San Diego,San Diego,CA
92138,San Diego,San Diego,CA
92139,San Diego,San Diego,CA
92140,San Diego,San Diego,CA
92142,San Diego,San Diego,CA
92143,San Ysidro,San Diego,CA
92145,San Diego,San Diego,CA
92147,San Diego,San Diego,CA
92149,San Diego,San Diego,CA
92150,San Diego,San Diego,CA
92152,San Diego,San Diego,CA
92153,San Diego,San Diego,CA
92154,San Diego,San Diego,CA
92155,San Diego,San Diego,CA
92158,San Diego,San Diego,CA
92159,San Diego,San Diego,CA
92160,San Diego,San Diego,CA
92161,San Diego,San Diego,CA
92162,San Diego,San Diego,CA
92163,San Diego,San Diego,CA
92164,San Diego,San Diego,CA
92165,San Diego,San Diego,CA
92166,San Diego,San Diego,CA
92167,San Diego,San Diego,CA
92168,San Diego,San Diego,CA
92169,San Diego,San Diego,CA
92170,San Diego,San Diego,CA
92171,San Diego,San Diego,CA
92172,San Diego,San Diego,CA
92173,San Ysidro,San Diego,CA
92174,San Diego,San Diego,CA
92175,San Diego,San Diego,CA
92176,San Diego,San Diego,CA
92177,San Diego,San Diego,CA
92178,Coronado,San Diego,CA
92179,San Diego,San Diego,CA
92182,San Diego,San Diego,CA
92184,San Diego,San Diego,CA
92186,San Diego,San Diego,CA
92187,San Diego,San Diego,CA
92190,San Diego,San Diego,CA
92191,San Diego,San Diego,CA
92192,San Diego,San Diego,CA
92193,San Diego,San Diego,CA
92194,San Diego,San Diego,CA
92195,San Diego,San Diego,CA
92196,San Diego,San Diego,CA
92197,San Diego,San Diego,CA
92198,San Diego,San Diego,CA
92199,San Diego,San Diego,CA
92201,Indio,Riverside,CA
92202,Indio,Riverside,CA
92203,Indio,Riverside,CA
92210,Indian Wells,Riverside,CA
92211,Palm Desert,Riverside,CA
92220,Banning,Riverside,CA
92222,Bard,Imperial,CA
92223,Beaumont,Riverside,CA
92225,Blythe,Riverside,CA
92226,Blythe,Riverside,CA
92227,Brawley,Imperial,CA
92230,Cabazon,Riverside,CA
92231,Calexico,Imperial,CA
92232,Calexico,Imperial,CA
92233,Calipatria,Imperial,CA
92234,Cathedral City,Riverside,CA
92235,Cathedral City,Riverside,CA
92236,Coachella,Riverside,CA
92239,Desert Center,Riverside,CA
92240,Desert Hot Springs,Riverside,CA
92241,Desert Hot Springs,Riverside,CA
92242,Earp,San Bernardino,CA
92243,El Centro,Imperial,CA
92244,El Centro,Imperial,CA
92247,La Quinta,Riverside,CA
92248,La Quinta,Riverside,CA
92249,Heber,Imperial,CA
92250,Holtville,Imperial,CA
92251,Imperial,Imperial,CA
92252,Joshua Tree,San Bernardino,CA
92253,La Quinta,Riverside,CA
92254,Mecca,Riverside,CA
92255,Palm Desert,Riverside,CA
92256,Morongo Valley,San Bernardino,CA
92257,Niland,Imperial,CA
92258,North Palm Springs,Riverside,CA
92259,Ocotillo,Imperial,CA
92260,Palm Desert,Riverside,CA
92261,Palm Desert,Riverside,CA
92262,Palm Springs,Riverside,CA
92263,Palm Springs,Riverside,CA
92264,Palm Springs,Riverside,CA
92266,Palo Verde,Imperial,CA
92267,Parker Dam,San Bernardino,CA
92268,Pioneertown,San Bernardino,CA
92270,Rancho Mirage,Riverside,CA
92273,Seeley,Imperial,CA
92274,Thermal,Riverside,CA
92275,Salton City,Imperial,CA
92276,Thousand Palms,Riverside,CA
92277,Twentynine Palms,San Bernardino,CA
92278,Twentynine Palms,San Bernardino,CA
92280,Vidal,San Bernardino,CA
92281,Westmorland,Imperial,CA
92282,White Water,Riverside,CA
92283,Winterhaven,Imperial,CA
92284,Yucca Valley,San Bernardino,CA
92285,Landers,San Bernardino,CA
92286,Yucca Valley,San Bernardino,CA
92292,Palm Springs,Riverside,CA
92301,Adelanto,San Bernardino,CA
92304,Amboy,San Bernardino,CA
92305,Angelus Oaks,San Bernardino,CA
92307,Apple Valley,San Bernardino,CA
92308,Apple Valley,San Bernardino,CA
92309,Baker,San Bernardino,CA
92310,Fort Irwin,San Bernardino,CA
92311,Barstow,San Bernardino,CA
92312,Barstow,San Bernardino,CA
92313,Grand Terrace,San Bernardino,CA
92314,Big Bear City,San Bernardino,CA
92315,Big Bear Lake,San Bernardino,CA
92316,Bloomington,San Bernardino,CA
92317,Blue Jay,San Bernardino,CA
92318,Bryn Mawr,San Bernardino,CA
92320,Calimesa,Riverside,CA
92321,Cedar Glen,San Bernardino,CA
92322,Cedarpines Park,San Bernardino,CA
92323,Cima,San Bernardino,CA
92324,Colton,San Bernardino,CA
92325,Crestline,San Bernardino,CA
92326,Crest Park,San Bernardino,CA
92327,Daggett,San Bernardino,CA
92328,Death Valley,Inyo,CA
92329,Phelan,San Bernardino,CA
92332,Essex,San Bernardino,CA
92333,Fawnskin,San Bernardino,CA
92334,Fontana,San Bernardino,CA
92335,Fontana,San Bernardino,CA
92336,Fontana,San Bernardino,CA
92337,Fontana,San Bernardino,CA
92338,Ludlow,San Bernardino,CA
92339,Forest Falls,San Bernardino,CA
92340,Hesperia,San Bernardino,CA
92341,Green Valley Lake,San Bernardino,CA
92342,Helendale,San Bernardino,CA
92344,Oak Hills,San Bernardino,CA
92345,Hesperia,San Bernardino,CA
92346,Highland,San Bernardino,CA
92347,Hinkley,San Bernardino,CA
92350,Loma Linda,San Bernardino,CA
92352,Lake Arrowhead,San Bernardino,CA
92354,Loma Linda,San Bernardino,CA
92356,Lucerne Valley,San Bernardino,CA
92357,Loma Linda,San Bernardino,CA
92358,Lytle Creek,San Bernardino,CA
92359,Mentone,San Bernardino,CA
92363,Needles,San Bernardino,CA
92364,Nipton,San Bernardino,CA
92365,Newberry Springs,San Bernardino,CA
92366,Mountain Pass,San Bernardino,CA
92368,Oro Grande,San Bernardino,CA
92369,Patton,San Bernardino,CA
92371,Phelan,San Bernardino,CA
92372,Pinon Hills,San Bernardino,CA
92373,Redlands,San Bernardino,CA
92374,Redlands,San Bernardino,CA
92375,Redlands,San Bernardino,CA
92376,Rialto,San Bernardino,CA
92377,Rialto,San Bernardino,CA
92378,Rimforest,San Bernardino,CA
92382,Running Springs,San Bernardino,CA
92384,Shoshone,Inyo,CA
92385,Skyforest,San Bernardino,CA
92386,Sugarloaf,San Bernardino,CA
92389,Tecopa,Inyo,CA
92391,Twin Peaks,San Bernardino,CA
92392,Victorville,San Bernardino,CA
92393,Victorville,San Bernardino,CA
92394,Victorville,San Bernardino,CA
92395,Victorville,San Bernardino,CA
92397,Wrightwood,San Bernardino,CA
92398,Yermo,San Bernardino,CA
92399,Yucaipa,San Bernardino,CA
92401,San Bernardino,San Bernardino,CA
92402,San Bernardino,San Bernardino,CA
92403,San Bernardino,San Bernardino,CA
92404,San Bernardino,San Bernardino,CA
92405,San Bernardino,San Bernardino,CA
92406,San Bernardino,San Bernardino,CA
92407,San Bernardino,San Bernardino,CA
92408,San Bernardino,San Bernardino,CA
92410,San Bernardino,San Bernardino,CA
92411,San Bernardino,San Bernardino,CA
92412,San Bernardino,San Bernardino,CA
92413,San Bernardino,San Bernardino,CA
92414,San Bernardino,San Bernardino,CA
92415,San Bernardino,San Bernardino,CA
92418,San Bernardino,San Bernardino,CA
92420,San Bernardino,San Bernardino,CA
92423,San Bernardino,San Bernardino,CA
92424,San Bernardino,San Bernardino,CA
92427,San Bernardino,San Bernardino,CA
92501,Riverside,Riverside,CA
92502,Riverside,Riverside,CA
92503,Riverside,Riverside,CA
92504,Riverside,Riverside,CA
92505,Riverside,Riverside,CA
92506,Riverside,Riverside,CA
92507,Riverside,Riverside,CA
92508,Riverside,Riverside,CA
92509,Riverside,Riverside,CA
92513,Riverside,Riverside,CA
92514,Riverside,Riverside,CA
92515,Riverside,Riverside,CA
92516,Riverside,Riverside,CA
92517,Riverside,Riverside,CA
92518,March Air Force Base,Riverside,CA
92519,Riverside,Riverside,CA
92521,Riverside,Riverside,CA
92522,Riverside,Riverside,CA
92530,Lake Elsinore,Riverside,CA
92531,Lake Elsinore,Riverside,CA
92532,Lake Elsinore,Riverside,CA
92536,Aguanga,Riverside,CA
92539,Anza,Riverside,CA
92543,Hemet,Riverside,CA
92544,Hemet,Riverside,CA
92545,Hemet,Riverside,CA
92546,Hemet,Riverside,CA
92548,Homeland,Riverside,CA
92549,Idyllwild,Riverside,CA
92551,Moreno Valley,Riverside,CA
92552,Moreno Valley,Riverside,CA
92553,Moreno Valley,Riverside,CA
92554,Moreno Valley,Riverside,CA
92555,Moreno Valley,Riverside,CA
92556,Moreno Valley,Riverside,CA
92557,Moreno Valley,Riverside,CA
92561,Mountain Center,Riverside,CA
92562,Murrieta,Riverside,CA
92563,Murrieta,Riverside,CA
92564,Murrieta,Riverside,CA
92567,Nuevo,Riverside,CA
92570,Perris,Riverside,CA
92571,Perris,Riverside,CA
92572,Perris,Riverside,CA
92581,San Jacinto,Riverside,CA
92582,San Jacinto,Riverside,CA
92583,San Jacinto,Riverside,CA
92584,Menifee,Riverside,CA
92585,Sun City,Riverside,CA
92586,Sun City,Riverside,CA
92587,Sun City,Riverside,CA
92589,Temecula,Riverside,CA
92590,Temecula,Riverside,CA
92591,Temecula,Riverside,CA
92592,Temecula,Riverside,CA
92593,Temecula,Riverside,CA
92595,Wildomar,Riverside,CA
92596,Winchester,Riverside,CA
92599,Perris,Riverside,CA
92602,Irvine,Orange,CA
92603,Irvine,Orange,CA
92604,Irvine,Orange,CA
92605,Huntington Beach,Orange,CA
92606,Irvine,Orange,CA
92607,Laguna Niguel,Orange,CA
92609,El Toro,Orange,CA
92610,Foothill Ranch,Orange,CA
92612,Irvine,Orange,CA
92614,Irvine,Orange,CA
92615,Huntington Beach,Orange,CA
92616,Irvine,Orange,CA
92617,Irvine,Orange,CA
92618,Irvine,Orange,CA
92619,Irvine,Orange,CA
92620,Irvine,Orange,CA
92623,Irvine,Orange,CA
92624,Capistrano Beach,Orange,CA
92625,Corona Del Mar,Orange,CA
92626,Costa Mesa,Orange,CA
92627,Costa Mesa,Orange,CA
92628,Costa Mesa,Orange,CA
92629,Dana Point,Orange,CA
92630,Lake Forest,Orange,CA
92637,Laguna Hills,Orange,CA
92646,Huntington Beach,Orange,CA
92647,Huntington Beach,Orange,CA
92648,Huntington Beach,Orange,CA
92649,Huntington Beach,Orange,CA
92650,East Irvine,Orange,CA
92651,Laguna Beach,Orange,CA
92652,Laguna Beach,Orange,CA
92653,Laguna Hills,Orange,CA
92654,Laguna Hills,Orange,CA
92655,Midway City,Orange,CA
92656,Aliso Viejo,Orange,CA
92657,Newport Coast,Orange,CA
92658,Newport Beach,Orange,CA
92659,Newport Beach,Orange,CA
92660,Newport Beach,Orange,CA
92661,Newport Beach,Orange,CA
92662,Newport Beach,Orange,CA
92663,Newport Beach,Orange,CA
92672,San Clemente,Orange,CA
92673,San Clemente,Orange,CA
92674,San Clemente,Orange,CA
92675,San Juan Capistrano,Orange,CA
92676,Silverado,Orange,CA
92677,Laguna Niguel,Orange,CA
92678,Trabuco Canyon,Orange,CA
92679,Trabuco Canyon,Orange,CA
92683,Westminster,Orange,CA
92684,Westminster,Orange,CA
92685,Westminster,Orange,CA
92688,Rancho Santa Margarita,Orange,CA
92690,Mission Viejo,Orange,CA
92691,Mission Viejo,Orange,CA
92692,Mission Viejo,Orange,CA
92693,San Juan Capistrano,Orange,CA
92694,Ladera Ranch,Orange,CA
92697,Irvine,Orange,CA
92698,Aliso Viejo,Orange,CA
92701,Santa Ana,Orange,CA
92702,Santa Ana,Orange,CA
92703,Santa Ana,Orange,CA
92704,Santa Ana,Orange,CA
92705,Santa Ana,Orange,CA
92706,Santa Ana,Orange,CA
92707,Santa Ana,Orange,CA
92708,Fountain Valley,Orange,CA
92709,Irvine,Orange,CA
92710,Irvine,Orange,CA
92711,Santa Ana,Orange,CA
92712,Santa Ana,Orange,CA
92728,Fountain Valley,Orange,CA
92735,Santa Ana,Orange,CA
92780,Tustin,Orange,CA
92781,Tustin,Orange,CA
92782,Tustin,Orange,CA
92799,Santa Ana,Orange,CA
92801,Anaheim,Orange,CA
92802,Anaheim,Orange,CA
92803,Anaheim,Orange,CA
92804,Anaheim,Orange,CA
92805,Anaheim,Orange,CA
92806,Anaheim,Orange,CA
92807,Anaheim,Orange,CA
92808,Anaheim,Orange,CA
92809,Anaheim,Orange,CA
92811,Atwood,Orange,CA
92812,Anaheim,Orange,CA
92814,Anaheim,Orange,CA
92815,Anaheim,Orange,CA
92816,Anaheim,Orange,CA
92817,Anaheim,Orange,CA
92821,Brea,Orange,CA
92822,Brea,Orange,CA
92823,Brea,Orange,CA
92825,Anaheim,Orange,CA
92831,Fullerton,Orange,CA
92832,Fullerton,Orange,CA
92833,Fullerton,Orange,CA
92834,Fullerton,Orange,CA
92835,Fullerton,Orange,CA
92836,Fullerton,Orange,CA
92837,Fullerton,Orange,CA
92838,Fullerton,Orange,CA
92840,Garden Grove,Orange,CA
92841,Garden Grove,Orange,CA
92842,Garden Grove,Orange,CA
92843,Garden Grove,Orange,CA
92844,Garden Grove,Orange,CA
92845,Garden Grove,Orange,CA
92846,Garden Grove,Orange,CA
92850,Anaheim,Orange,CA
92856,Orange,Orange,CA
92857,Orange,Orange,CA
92859,Orange,Orange,CA
92860,Norco,Riverside,CA
92861,Villa Park,Orange,CA
92862,Orange,Orange,CA
92863,Orange,Orange,CA
92864,Orange,Orange,CA
92865,Orange,Orange,CA
92866,Orange,Orange,CA
92867,Orange,Orange,CA
92868,Orange,Orange,CA
92869,Orange,Orange,CA
92870,Placentia,Orange,CA
92871,Placentia,Orange,CA
92877,Corona,Riverside,CA
92878,Corona,Riverside,CA
92879,Corona,Riverside,CA
92880,Corona,Riverside,CA
92881,Corona,Riverside,CA
92882,Corona,Riverside,CA
92883,Corona,Riverside,CA
92885,Yorba Linda,Orange,CA
92886,Yorba Linda,Orange,CA
92887,Yorba Linda,Orange,CA
92899,Anaheim,Orange,CA
92911,San Diego,San Diego,CA
93001,Ventura,Ventura,CA
93002,Ventura,Ventura,CA
93003,Ventura,Ventura,CA
93004,Ventura,Ventura,CA
93005,Ventura,Ventura,CA
93006,Ventura,Ventura,CA
93007,Ventura,Ventura,CA
93009,Ventura,Ventura,CA
93010,Camarillo,Ventura,CA
93011,Camarillo,Ventura,CA
93012,Camarillo,Ventura,CA
93013,Carpinteria,Santa Barbara,CA
93014,Carpinteria,Santa Barbara,CA
93015,Fillmore,Ventura,CA
93016,Fillmore,Ventura,CA
93020,Moorpark,Ventura,CA
93021,Moorpark,Ventura,CA
93022,Oak View,Ventura,CA
93023,Ojai,Ventura,CA
93024,Ojai,Ventura,CA
93030,Oxnard,Ventura,CA
93031,Oxnard,Ventura,CA
93032,Oxnard,Ventura,CA
93033,Oxnard,Ventura,CA
93034,Oxnard,Ventura,CA
93035,Oxnard,Ventura,CA
93036,Oxnard,Ventura,CA
93040,Piru,Ventura,CA
93041,Port Hueneme,Ventura,CA
93042,Point Mugu Nawc,Ventura,CA
93043,Port Hueneme Cbc Base,Ventura,CA
93044,Port Hueneme,Ventura,CA
93060,Santa Paula,Ventura,CA
93061,Santa Paula,Ventura,CA
93062,Simi Valley,Ventura,CA
93063,Simi Valley,Ventura,CA
93064,Brandeis,Ventura,CA
93065,Simi Valley,Ventura,CA
93066,Somis,Ventura,CA
93067,Summerland,Santa Barbara,CA
93093,Simi Valley,Ventura,CA
93094,Simi Valley,Ventura,CA
93099,Simi Valley,Ventura,CA
93101,Santa Barbara,Santa Barbara,CA
93102,Santa Barbara,Santa Barbara,CA
93103,Santa Barbara,Santa Barbara,CA
93105,Santa Barbara,Santa Barbara,CA
93106,Santa Barbara,Santa Barbara,CA
93107,Santa Barbara,Santa Barbara,CA
93108,Santa Barbara,Santa Barbara,CA
93109,Santa Barbara,Santa Barbara,CA
93110,Santa Barbara,Santa Barbara,CA
93111,Santa Barbara,Santa Barbara,CA
93116,Goleta,Santa Barbara,CA
93117,Goleta,Santa Barbara,CA
93118,Goleta,Santa Barbara,CA
93120,Santa Barbara,Santa Barbara,CA
93121,Santa Barbara,Santa Barbara,CA
93130,Santa Barbara,Santa Barbara,CA
93140,Santa Barbara,Santa Barbara,CA
93150,Santa Barbara,Santa Barbara,CA
93160,Santa Barbara,Santa Barbara,CA
93190,Santa Barbara,Santa Barbara,CA
93199,Goleta,Santa Barbara,CA
93201,Alpaugh,Tulare,CA
93202,Armona,Kings,CA
93203,Arvin,Kern,CA
93204,Avenal,Kings,CA
93205,Bodfish,Kern,CA
93206,Buttonwillow,Kern,CA
93207,California Hot Springs,Tulare,CA
93208,Camp Nelson,Tulare,CA
93210,Coalinga,Fresno,CA
93212,Corcoran,Kings,CA
93215,Delano,Kern,CA
93216,Delano,Kern,CA
93218,Ducor,Tulare,CA
93219,Earlimart,Tulare,CA
93220,Edison,Kern,CA
93221,Exeter,Tulare,CA
93222,Frazier Park,Kern,CA
93223,Farmersville,Tulare,CA
93224,Fellows,Kern,CA
93225,Frazier Park,Kern,CA
93226,Glennville,Kern,CA
93227,Goshen,Tulare,CA
93230,Hanford,Kings,CA
93232,Hanford,Kings,CA
93234,Huron,Fresno,CA
93235,Ivanhoe,Tulare,CA
93237,Kaweah,Tulare,CA
93238,Kernville,Kern,CA
93239,Kettleman City,Kings,CA
93240,Lake Isabella,Kern,CA
93241,Lamont,Kern,CA
93242,Laton,Fresno,CA
93243,Lebec,Kern,CA
93244,Lemon Cove,Tulare,CA
93245,Lemoore,Kings,CA
93246,Lemoore,Kings,CA
93247,Lindsay,Tulare,CA
93249,Lost Hills,Kern,CA
93250,Mc Farland,Kern,CA
93251,Mc Kittrick,Kern,CA
93252,Maricopa,Kern,CA
93254,New Cuyama,Santa Barbara,CA
93255,Onyx,Kern,CA
93256,Pixley,Tulare,CA
93257,Porterville,Tulare,CA
93258,Porterville,Tulare,CA
93260,Posey,Tulare,CA
93261,Richgrove,Tulare,CA
93262,Sequoia National Park,Tulare,CA
93263,Shafter,Kern,CA
93265,Springville,Tulare,CA
93266,Stratford,Kings,CA
93267,Strathmore,Tulare,CA
93268,Taft,Kern,CA
93270,Terra Bella,Tulare,CA
93271,Three Rivers,Tulare,CA
93272,Tipton,Tulare,CA
93274,Tulare,Tulare,CA
93275,Tulare,Tulare,CA
93276,Tupman,Kern,CA
93277,Visalia,Tulare,CA
93278,Visalia,Tulare,CA
93279,Visalia,Tulare,CA
93280,Wasco,Kern,CA
93282,Waukena,Tulare,CA
93283,Weldon,Kern,CA
93285,Wofford Heights,Kern,CA
93286,Woodlake,Tulare,CA
93287,Woody,Kern,CA
93290,Visalia,Tulare,CA
93291,Visalia,Tulare,CA
93292,Visalia,Tulare,CA
93301,Bakersfield,Kern,CA
93302,Bakersfield,Kern,CA
93303,Bakersfield,Kern,CA
93304,Bakersfield,Kern,CA
93305,Bakersfield,Kern,CA
93306,Bakersfield,Kern,CA
93307,Bakersfield,Kern,CA
93308,Bakersfield,Kern,CA
93309,Bakersfield,Kern,CA
93311,Bakersfield,Kern,CA
93312,Bakersfield,Kern,CA
93313,Bakersfield,Kern,CA
93314,Bakersfield,Kern,CA
93380,Bakersfield,Kern,CA
93381,Bakersfield,Kern,CA
93382,Bakersfield,Kern,CA
93383,Bakersfield,Kern,CA
93384,Bakersfield,Kern,CA
93385,Bakersfield,Kern,CA
93386,Bakersfield,Kern,CA
93387,Bakersfield,Kern,CA
93388,Bakersfield,Kern,CA
93389,Bakersfield,Kern,CA
93390,Bakersfield,Kern,CA
93401,San Luis Obispo,San Luis Obispo,CA
93402,Los Osos,San Luis Obispo,CA
93403,San Luis Obispo,San Luis Obispo,CA
93405,San Luis Obispo,San Luis Obispo,CA
93406,San Luis Obispo,San Luis Obispo,CA
93407,San Luis Obispo,San Luis Obispo,CA
93408,San Luis Obispo,San Luis Obispo,CA
93409,San Luis Obispo,San Luis Obispo,CA
93410,San Luis Obispo,San Luis Obispo,CA
93412,Los Osos,San Luis Obispo,CA
93420,Arroyo Grande,San Luis Obispo,CA
93421,Arroyo Grande,San Luis Obispo,CA
93422,Atascadero,San Luis Obispo,CA
93423,Atascadero,San Luis Obispo,CA
93424,Avila Beach,San Luis Obispo,CA
93426,Bradley,Monterey,CA
93427,Buellton,Santa Barbara,CA
93428,Cambria,San Luis Obispo,CA
93429,Casmalia,Santa Barbara,CA
93430,Cayucos,San Luis Obispo,CA
93432,Creston,San Luis Obispo,CA
93433,Grover Beach,San Luis Obispo,CA
93434,Guadalupe,Santa Barbara,CA
93435,Harmony,San Luis Obispo,CA
93436,Lompoc,Santa Barbara,CA
93437,Lompoc,Santa Barbara,CA
93438,Lompoc,Santa Barbara,CA
93440,Los Alamos,Santa Barbara,CA
93441,Los Olivos,Santa Barbara,CA
93442,Morro Bay,San Luis Obispo,CA
93443,Morro Bay,San Luis Obispo,CA
93444,Nipomo,San Luis Obispo,CA
93445,Oceano,San Luis Obispo,CA
93446,Paso Robles,San Luis Obispo,CA
93447,Paso Robles,San Luis Obispo,CA
93448,Pismo Beach,San Luis Obispo,CA
93449,Pismo Beach,San Luis Obispo,CA
93450,San Ardo,Monterey,CA
93451,San Miguel,San Luis Obispo,CA
93452,San Simeon,San Luis Obispo,CA
93453,Santa Margarita,San Luis Obispo,CA
93454,Santa Maria,Santa Barbara,CA
93455,Santa Maria,Santa Barbara,CA
93456,Santa Maria,Santa Barbara,CA
93457,Santa Maria,Santa Barbara,CA
93458,Santa Maria,Santa Barbara,CA
93460,Santa Ynez,Santa Barbara,CA
93461,Shandon,San Luis Obispo,CA
93463,Solvang,Santa Barbara,CA
93464,Solvang,Santa Barbara,CA
93465,Templeton,San Luis Obispo,CA
93475,Oceano,San Luis Obispo,CA
93483,Grover Beach,San Luis Obispo,CA
93501,Mojave,Kern,CA
93502,Mojave,Kern,CA
93504,California City,Kern,CA
93505,California City,Kern,CA
93510,Acton,Los Angeles,CA
93512,Benton,Mono,CA
93513,Big Pine,Inyo,CA
93514,Bishop,Inyo,CA
93515,Bishop,Inyo,CA
93516,Boron,Kern,CA
93517,Bridgeport,Mono,CA
93518,Caliente,Kern,CA
93519,Cantil,Kern,CA
93522,Darwin,Inyo,CA
93523,Edwards,Kern,CA
93524,Edwards,Kern,CA
93526,Independence,Inyo,CA
93527,Inyokern,Kern,CA
93528,Johannesburg,Kern,CA
93529,June Lake,Mono,CA
93530,Keeler,Inyo,CA
93531,Keene,Kern,CA
93532,Lake Hughes,Los Angeles,CA
93534,Lancaster,Los Angeles,CA
93535,Lancaster,Los Angeles,CA
93536,Lancaster,Los Angeles,CA
93539,Lancaster,Los Angeles,CA
93541,Lee Vining,Mono,CA
93542,Little Lake,Inyo,CA
93543,Littlerock,Los Angeles,CA
93544,Llano,Los Angeles,CA
93545,Lone Pine,Inyo,CA
93546,Mammoth Lakes,Mono,CA
93549,Olancha,Inyo,CA
93550,Palmdale,Los Angeles,CA
93551,Palmdale,Los Angeles,CA
93552,Palmdale,Los Angeles,CA
93553,Pearblossom,Los Angeles,CA
